index,question,correct_answer_letter,correct_answer_context,returned_answer,answer_judgment,context_judgment,context_extraction
11,"Question: Zgodnie z Kodeksem karnym, je¿eli pokrzywdzony by³ ma³oletnim poni¿ej lat 15, nie podlega zatarciu skazanie na karê pozbawienia wolnoœci bez warunkowego zawieszenia jej wykonania za przestêpstwo: 
    
            a) wy³¹cznie przeciwko ¿yciu i zdrowiu,
            b) wy³¹cznie przeciwko bezpieczeñstwu powszechnemu,
            c) przeciwko wolnoœci seksualnej i obyczajnoœci.
            ",C,art. 106a k.k. ,"OdpowiedŸ: c) przeciwko wolnoœci seksualnej i obyczajnoœci.

Wyjaœnienie: Zgodnie z Kodeksem karnym, zatarcie skazania nie nastêpuje w przypadku skazania na karê pozbawienia wolnoœci bez warunkowego zawieszenia jej wykonania za przestêpstwa przeciwko wolnoœci seksualnej i obyczajnoœci, je¿eli pokrzywdzonym by³ ma³oletni poni¿ej lat 15. Jest to szczególne obostrzenie maj¹ce na celu ochronê ma³oletnich przed przestêpstwami o charakterze seksualnym.

Podstawa prawna: Kodeks karny, art. 106a.",True,True,[106]
12,"Question: Zgodnie z Kodeksem karnym, mieniem znacznej wartoœci jest mienie, którego wartoœæ: 
    
            a) w czasie orzekania przez s¹d pierwszej instancji przekracza 100 000 z³otych,
            b) w czasie pope³nienia czynu zabronionego przekracza 200 000 z³otych,
            c) w czasie pope³nienia czynu zabronionego przekracza 1 000 000 z³otych.
            ",B,art. 115 § 5 k.k. ,"Poprawna odpowiedŸ to: b) w czasie pope³nienia czynu zabronionego przekracza 200 000 z³otych.

Wyjaœnienie: Zgodnie z Kodeksem karnym, mieniem znacznej wartoœci jest mienie, którego wartoœæ w czasie pope³nienia czynu zabronionego przekracza 200 000 z³otych. Jest to istotne z punktu widzenia kwalifikacji prawnej czynu, poniewa¿ wartoœæ mienia mo¿e wp³ywaæ na kwalifikacjê prawn¹ przestêpstwa oraz na wymiar kary.

Podstawa prawna: Art. 115 § 5 Kodeksu karnego (Dz.U. 1997 nr 88 poz. 553 z póŸn. zm.) definiuje mienie znacznej wartoœci jako mienie, którego wartoœæ w czasie pope³nienia czynu zabronionego przekracza 200 000 z³otych.",True,True,[115]
13,"Question: Zgodnie z Kodeksem postêpowania karnego, oskar¿onego uwa¿a siê za niewinnego, dopóki wina jego nie zostanie udowodniona i stwierdzona: 
    
            a) nieprawomocnym wyrokiem,
            b) prawomocnym wyrokiem,
            c) zarówno wyrokiem, jak i postanowieniem s¹du
            ",B,art. 5 § 1 k.p.k. ,"OdpowiedŸ: b) prawomocnym wyrokiem.

Wyjaœnienie: Zasada domniemania niewinnoœci jest fundamentaln¹ zasad¹ prawa karnego, która stanowi, ¿e ka¿da osoba oskar¿ona o pope³nienie przestêpstwa jest uwa¿ana za niewinn¹, dopóki jej wina nie zostanie udowodniona w sposób przewidziany prawem i stwierdzona prawomocnym wyrokiem s¹du. Oznacza to, ¿e dopiero po zakoñczeniu postêpowania s¹dowego i wydaniu prawomocnego wyroku, w którym stwierdzono winê oskar¿onego, mo¿na uznaæ go za winnego.

Podstawa prawna: Zasada ta jest wyra¿ona w art. 5 § 1 Kodeksu postêpowania karnego, który stanowi: ""Oskar¿onego uwa¿a siê za niewinnego, dopóki jego wina nie zostanie udowodniona i stwierdzona prawomocnym wyrokiem.""",True,True,[5]
14,"Question: Zgodnie z Kodeksem postêpowania karnego, s¹d orzeka postanowieniem, ¿e oskar¿yciel posi³kowy nie mo¿e braæ udzia³u w postêpowaniu, gdy bierze w nim ju¿ udzia³ okreœlona przez s¹d liczba oskar¿ycieli posi³kowych; na to postanowienie s¹du: 
    
            a) za¿alenie nie przys³uguje,
            b) za¿alenie przys³uguje do s¹du wy¿szej instancji,
            c) za¿alenie przys³uguje do innego równorzêdnego sk³adu tego s¹du.
            ",A,art. 56 § 1a k.p.k. ,"OdpowiedŸ: a) za¿alenie nie przys³uguje.

Wyjaœnienie: Zgodnie z Kodeksem postêpowania karnego, s¹d mo¿e ograniczyæ liczbê oskar¿ycieli posi³kowych, jeœli ich liczba jest zbyt du¿a i mog³oby to utrudniaæ postêpowanie. W takim przypadku s¹d wydaje postanowienie, ¿e oskar¿yciel posi³kowy nie mo¿e braæ udzia³u w postêpowaniu. Na takie postanowienie s¹du nie przys³uguje za¿alenie. Jest to wyj¹tek od ogólnej zasady, ¿e na postanowienia s¹du przys³uguje za¿alenie, co wynika z art. 56 § 3 Kodeksu postêpowania karnego.

Podstawa prawna: Kodeks postêpowania karnego, art. 56 § 3.",True,True,[56]
15,"Question: Zgodnie z Kodeksem postêpowania karnego, w postêpowaniu karnym oskar¿ony musi mieæ obroñcê, miêdzy innymi, je¿eli nie ukoñczy³ 18 lat; wówczas udzia³ obroñcy jest obowi¹zkowy: 
    
            a) w rozprawie oraz w tych posiedzeniach, w których obowi¹zkowy jest udzia³ oskar¿onego,
            b) wy³¹cznie w rozprawie,
            c) w rozprawie oraz we wszystkich posiedzeniach.
            ",A,art. 79 § 3 k.p.k. ,"OdpowiedŸ poprawna to: a) w rozprawie oraz w tych posiedzeniach, w których obowi¹zkowy jest udzia³ oskar¿onego.

Wyjaœnienie: Zgodnie z Kodeksem postêpowania karnego, oskar¿ony, który nie ukoñczy³ 18 lat, musi mieæ obroñcê. Obecnoœæ obroñcy jest obowi¹zkowa na rozprawie oraz na tych posiedzeniach, w których obecnoœæ oskar¿onego jest obowi¹zkowa. Oznacza to, ¿e nie we wszystkich posiedzeniach, ale tylko w tych, gdzie wymagana jest obecnoœæ oskar¿onego, obroñca musi byæ obecny.

Podstawa prawna: Kodeks postêpowania karnego, art. 79 § 1 pkt 3.",True,True,[79]
16,"Question: Zgodnie z Kodeksem postêpowania karnego, je¿eli udzielenie odpowiedzi na pytanie mog³oby naraziæ œwiadka na odpowiedzialnoœæ za przestêpstwo, œwiadek mo¿e: 
    
            a) za¿¹daæ, ¿eby odpowiedŸ na pytanie nie zosta³a zaprotoko³owana,
            b) uchyliæ siê od odpowiedzi na pytanie,
            c) wnioskowaæ o nadanie klauzuli „poufne” protoko³owi jego przes³uchania.
            ",B,art. 183 § 1 k.p.k. ,"OdpowiedŸ: b) uchyliæ siê od odpowiedzi na pytanie.

Wyjaœnienie: Zgodnie z Kodeksem postêpowania karnego, œwiadek ma prawo odmówiæ odpowiedzi na pytanie, je¿eli udzielenie odpowiedzi mog³oby naraziæ go na odpowiedzialnoœæ karn¹. Jest to jedno z podstawowych praw œwiadka, które ma na celu ochronê jego interesów prawnych i unikniêcie samooskar¿enia.

Podstawa prawna: Art. 183 § 1 Kodeksu postêpowania karnego (Dz.U. 1997 nr 89 poz. 555 z póŸn. zm.) stanowi, ¿e œwiadek mo¿e uchyliæ siê od odpowiedzi na pytanie, je¿eli odpowiedŸ mog³aby naraziæ jego lub osobê mu najbli¿sz¹ na odpowiedzialnoœæ karn¹.",True,True,[183]
17,"Question: Zgodnie z Kodeksem postêpowania karnego, prokurator w postêpowaniu przygotowawczym: 
    
            a) mo¿e uchyliæ tymczasowe aresztowanie zastosowane przez s¹d w tej sprawie, tylko na wniosek tymczasowo aresztowanego,
            b) nie mo¿e uchyliæ tymczasowego aresztowania zastosowanego przez s¹d w tej sprawie,
            c) mo¿e uchyliæ tymczasowe aresztowanie zastosowane przez s¹d w tej sprawie.
            ",C,art. 253 § 2 k.p.k. ,"OdpowiedŸ: b) nie mo¿e uchyliæ tymczasowego aresztowania zastosowanego przez s¹d w tej sprawie.

Wyjaœnienie: Zgodnie z Kodeksem postêpowania karnego, prokurator nie ma uprawnieñ do uchylania tymczasowego aresztowania, które zosta³o zastosowane przez s¹d. Tymczasowe aresztowanie jest œrodkiem zapobiegawczym, który mo¿e byæ uchylony lub zmieniony jedynie przez s¹d, który go zastosowa³, lub s¹d wy¿szej instancji. Prokurator mo¿e jedynie wnioskowaæ do s¹du o uchylenie lub zmianê tego œrodka, ale nie ma kompetencji do samodzielnego podejmowania takiej decyzji.

Podstawa prawna: Kodeks postêpowania karnego, art. 254 § 1, który stanowi, ¿e ""œrodek zapobiegawczy uchyla s¹d, który go zastosowa³, lub s¹d wy¿szej instancji"".",False,False,[254]
18,"Question: Zgodnie z Kodeksem postêpowania karnego, rozprawê g³ówn¹ rozpoczyna: 
    
            a) dorêczenie oskar¿onemu aktu oskar¿enia,
            b) odczytanie aktu oskar¿enia,
            c) wywo³anie sprawy.
            ",C,art. 381 k.p.k. ,"Poprawna odpowiedŸ to: **b) odczytanie aktu oskar¿enia**.

### Wyjaœnienie:

Rozprawa g³ówna w postêpowaniu karnym rozpoczyna siê od odczytania aktu oskar¿enia. Jest to formalny moment, w którym s¹d zapoznaje siê z treœci¹ zarzutów stawianych oskar¿onemu. Odczytanie aktu oskar¿enia jest kluczowym elementem rozprawy, poniewa¿ od tego momentu oskar¿ony oficjalnie dowiaduje siê, jakie zarzuty s¹ mu stawiane i mo¿e siê do nich ustosunkowaæ.

### Podstawa prawna:

Zgodnie z art. 385 § 1 Kodeksu postêpowania karnego (k.p.k.), rozprawê g³ówn¹ rozpoczyna siê od odczytania aktu oskar¿enia. 

Art. 385 § 1 k.p.k. brzmi: ""Rozprawê g³ówn¹ rozpoczyna siê od odczytania aktu oskar¿enia."" 

Dlatego te¿, poprawn¹ odpowiedzi¹ jest odczytanie aktu oskar¿enia, co jest zgodne z przepisami Kodeksu postêpowania karnego.",False,False,[385]
19,"Question: Zgodnie z Kodeksem postêpowania karnego, je¿eli oskar¿ony odmawia wyjaœnieñ na rozprawie g³ównej, wolno odczytywaæ tylko w odpowiednim zakresie: 
    
            a) protoko³y jego zeznañ z³o¿onych poprzednio w charakterze œwiadka w tej sprawie,
            b) protoko³y jego wyjaœnieñ z³o¿onych poprzednio w charakterze oskar¿onego w tej lub innej sprawie w postêpowaniu przygotowawczym lub przed s¹dem albo w innym postêpowaniu przewidzianym przez ustawê,
            c) wszelkie protoko³y jego zeznañ i wyjaœnieñ za zgod¹ jego obroñcy.
            ",B,art. 389 § 1 k.p.k. ,"Poprawna odpowiedŸ to: b) protoko³y jego wyjaœnieñ z³o¿onych poprzednio w charakterze oskar¿onego w tej lub innej sprawie w postêpowaniu przygotowawczym lub przed s¹dem albo w innym postêpowaniu przewidzianym przez ustawê.

Wyjaœnienie: Zgodnie z Kodeksem postêpowania karnego, je¿eli oskar¿ony odmawia sk³adania wyjaœnieñ na rozprawie g³ównej, s¹d mo¿e odczytaæ protoko³y jego wczeœniejszych wyjaœnieñ z³o¿onych w charakterze oskar¿onego. Jest to mo¿liwe w sytuacjach, gdy oskar¿ony wczeœniej z³o¿y³ wyjaœnienia w postêpowaniu przygotowawczym, przed s¹dem lub w innym postêpowaniu przewidzianym przez ustawê. Taka mo¿liwoœæ jest przewidziana w celu zapewnienia ci¹g³oœci dowodowej i umo¿liwienia s¹dowi zapoznania siê z wczeœniejszymi wyjaœnieniami oskar¿onego, które mog¹ mieæ znaczenie dla sprawy.

Podstawa prawna: Kodeks postêpowania karnego, art. 389 § 1.",True,True,[389]
20,"Question: Zgodnie z Kodeksem postêpowania karnego, je¿eli s¹d pierwszej instancji orzek³ karê nieznan¹ ustawie, s¹d odwo³awczy: 
    
            a) uchyla zaskar¿one orzeczenie i przekazuje sprawê s¹dowi pierwszej instancji do ponownego rozpoznania,
            b) zmienia zaskar¿one orzeczenie, orzekaj¹c odmiennie co do istoty,
            c) umarza postêpowanie odwo³awcze.
            ",A,art. 437 § 2 w zw. z art. 439 § 1 pkt 5 k.p.k. ,"OdpowiedŸ: a) uchyla zaskar¿one orzeczenie i przekazuje sprawê s¹dowi pierwszej instancji do ponownego rozpoznania.

Wyjaœnienie: Zgodnie z Kodeksem postêpowania karnego, je¿eli s¹d pierwszej instancji orzek³ karê nieznan¹ ustawie, jest to ra¿¹ce naruszenie prawa, które skutkuje koniecznoœci¹ uchylenia zaskar¿onego orzeczenia. S¹d odwo³awczy w takiej sytuacji uchyla orzeczenie i przekazuje sprawê do ponownego rozpoznania przez s¹d pierwszej instancji. Taka procedura wynika z potrzeby zapewnienia zgodnoœci orzeczeñ z obowi¹zuj¹cym prawem oraz z zasad¹ legalizmu, która wymaga, aby kary by³y zgodne z przepisami prawa.

Podstawa prawna: Kodeks postêpowania karnego, art. 437 § 2 pkt 1, który stanowi, ¿e s¹d odwo³awczy uchyla zaskar¿one orzeczenie i przekazuje sprawê do ponownego rozpoznania, je¿eli stwierdzi, ¿e orzeczenie jest dotkniête ra¿¹cym naruszeniem prawa.",True,True,[437]
21,"Question: Zgodnie z Kodeksem postêpowania karnego, wyrokiem nakazowym mo¿na orzec: 
    
            a) karê ograniczenia wolnoœci lub grzywnê w wysokoœci do 200 stawek dziennych albo do 200 000 z³otych,
            b) ka¿d¹ karê przewidzian¹ w Kodeksie karnym,
            c) karê pozbawienia wolnoœci do 6 miesiêcy.
            ",A,art. 502 § 1 k.p.k. ,"OdpowiedŸ poprawna to: a) karê ograniczenia wolnoœci lub grzywnê w wysokoœci do 200 stawek dziennych albo do 200 000 z³otych.

Wyrok nakazowy jest szczególnym rodzajem orzeczenia, które mo¿e byæ wydane w postêpowaniu karnym bez przeprowadzenia rozprawy, na podstawie samego aktu oskar¿enia i dowodów do niego do³¹czonych. Zgodnie z art. 500 § 1 Kodeksu postêpowania karnego, s¹d mo¿e wydaæ wyrok nakazowy, je¿eli uzna, ¿e okolicznoœci czynu i wina oskar¿onego nie budz¹ w¹tpliwoœci, a kara ograniczenia wolnoœci lub grzywna s¹ wystarczaj¹ce do osi¹gniêcia celów kary. 

Art. 500 § 1 Kodeksu postêpowania karnego stanowi, ¿e w wyroku nakazowym mo¿na orzec karê ograniczenia wolnoœci lub grzywnê w wysokoœci do 200 stawek dziennych albo do 200 000 z³otych. Nie przewiduje siê mo¿liwoœci orzeczenia kary pozbawienia wolnoœci w wyroku nakazowym, co wyklucza odpowiedzi b) i c).",True,False,[500]
